,id,title,release_date,overview,popularity,vote_average,vote_count,video
3959,5038,Vicky Cristina Barcelona,8/15/2008,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",13.458,6.8,3025,FALSE
3960,400579,Tully,5/4/2018,"Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully.",16.09,6.8,1125,FALSE
3961,193613,Metallica: Through the Never,9/25/2013,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",14.935,6.8,224,FALSE
3962,55725,Win Win,3/18/2011,"When down-on-his-luck part-time high school wrestling coach Mike agrees to become legal guardian to an elderly man, his ward's troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boy's mother retrieves him.",7.027,6.8,365,FALSE
3963,353571,Tallulah,6/2/2016,"Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",5.557,6.8,593,FALSE
3964,278427,Family Guy Presents: It's a Trap!,5/22/2011,"With the Griffins stuck again at home during a blackout, Peter tells the story of “Star Wars Episode VI: Return of the Jedi.”",12.095,6.8,335,FALSE
3965,159824,Hotel Transylvania 2,9/21/2015,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",88.95,6.8,4594,FALSE
3966,49049,Dredd,9/7/2012,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",15.648,6.8,3969,FALSE
3967,33542,Rumble in the Bronx,1/21/1995,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",23.405,6.8,701,FALSE
3968,401246,The Square,8/25/2017,A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,13.193,6.8,1072,FALSE
3969,76726,Chronicle,2/1/2012,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",248.287,6.8,4193,FALSE
3970,10222,Kickboxer,4/20/1989,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt (Van Damme), American kickboxing champion Eric Sloane (Dennis Alexio), arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",16.726,6.8,1010,FALSE
3971,9749,Fletch,5/31/1985,"When investigative reporter Irwin ""Fletch"" Fletcher goes undercover to write a piece on the drug trade at a local beach, he's approached by wealthy businessman Alan Stanwyk, who offers him $50,000 to murder him. With sarcastic wit and a knack for disguises, Fletch sets out to uncover Stanwyk's story.",7.906,6.8,487,FALSE
3972,524369,The Many Saints of Newark,9/22/2021,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",295.189,6.8,272,FALSE
3973,454467,Noelle,11/20/2020,"Kris Kringle's daughter, Noelle, sets off on a mission to find and bring back her brother, after he gets cold feet when it's his turn to take over as Santa.",20.844,6.8,221,FALSE
3974,38537,Nati stanchi,3/1/2002,,6.863,6.8,201,FALSE
3975,9953,A Love Song for Bobby Long,9/2/2004,A headstrong young woman returns to New Orleans after the death of her estranged mother.,8.76,6.8,270,FALSE
3976,10019,Mannequin,2/13/1987,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",19.31,6.8,498,FALSE
3977,477510,Dog Days,8/10/2018,A group of people in Los Angeles are brought together thanks to their canine friends.,9.097,6.8,219,FALSE
3978,37137,The Naked Gun 2½: The Smell of Fear,6/28/1991,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",20.974,6.8,1575,FALSE
3979,11381,Tommy Boy,3/31/1995,"To save the family business, two ne’er-do-well traveling salesmen hit the road with disastrously funny consequences.",12.123,6.8,715,FALSE
3980,2255,Chasing Amy,4/4/1997,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",9.876,6.8,1038,FALSE
3981,277,Underworld,9/19/2003,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",39.984,6.8,5063,FALSE
3982,105077,Battlestar Galactica: The Plan,10/27/2009,"When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors.",9.14,6.8,300,FALSE
3983,98548,People Like Us,6/29/2012,"After flying home to L.A. for the funeral of his estranged record-producer father, a struggling man discovers that the will stipulates that he must deliver $150,000 in cash to a 30-year-old alcoholic sister he never knew existed, and her troubled 12-year-old son.",9.436,6.8,501,FALSE
3984,11134,Police Story 3: Super Cop,7/4/1992,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,21.971,6.8,313,FALSE
3985,8489,Ali,12/10/2001,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",13.109,6.8,1288,FALSE
3986,421447,The Climb,1/25/2017,"A true story of Samy, native of La Courneuve, who is out of love for Nadia, decides to climb Mount Everest.",13.87,6.8,708,FALSE
3987,21542,Love Don't Co$t a Thing,12/12/2003,"High school loser (Cannon) pays a cheerleader (Milian) to pose as his girlfriend so he can be considered cool. Remake of 1987's Can't Buy Me Love, starring Patrick Dempsey.",26.083,6.8,249,FALSE
3988,9387,Conan the Barbarian,4/2/1982,"A film adaptation of the classic sword and sorcery hero, Conan the Barbarian. A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",19.398,6.8,1818,FALSE
3989,370663,Below Her Mouth,2/10/2017,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,31.937,6.8,922,FALSE
